n_tablet,n_llm,n_common,within5,within15,mean_abs_start_err,timed_len_err,errs,lens,cost,file
15,14,14,5.0,6.0,50.6,76.0,"{'listcomp_urd': 159.8, 'letterid_urd': 116.3, 'idwrd_urd': 137.5, 'orf_urd': 19.3, 'rdcomp_urd': -111.7, 'letterid_eng': 0.0, 'pw_eng': -2.1, 'idwrd_eng': -39.3, 'idnummag': -72.0, 'numrep': -10.4, 'blfluency': 2.1, 'bleffcomp': 36.1, 'wrdpblm': -1.0, 'patterns': -1.4}","{'listcomp_urd': (50.8, 76.0), 'letterid_urd': (57.3, 65.0), 'idwrd_urd': (22.6, 175.0), 'orf_urd': (18.5, 159.0), 'rdcomp_urd': (40.9, 39.0), 'letterid_eng': (61.9, 70.0), 'pw_eng': (37.0, 85.0), 'idwrd_eng': (25.4, 167.0), 'idnummag': (110.5, 49.0), 'numrep': (76.5, 83.0), 'blfluency': (170.0, 136.0), 'bleffcomp': (49.9, 87.0), 'wrdpblm': (119.5, 120.0), 'patterns': (148.7, 119.0)}",0.13432375,AA_86da0dbc-4ece-4ee
13,14,13,5.0,10.0,16.9,69.6,"{'listcomp_urd': 44.2, 'letterid_urd': 1.4, 'idwrd_urd': 2.7, 'listcomp_eng': 58.4, 'letterid_eng': -2.6, 'pw_eng': 2.4, 'idwrd_eng': 0.0, 'idnummag': -6.5, 'numrep': -7.5, 'blfluency': 8.2, 'bleffcomp': -74.1, 'wrdpblm': -6.2, 'patterns': -5.8}","{'listcomp_urd': (41.2, 91.0), 'letterid_urd': (60.0, 345.0), 'idwrd_urd': (22.4, 40.0), 'listcomp_eng': (41.3, 108.0), 'letterid_eng': (59.2, 71.0), 'pw_eng': (20.2, 29.0), 'idwrd_eng': (12.1, 23.0), 'idnummag': (85.1, 90.0), 'numrep': (90.8, 92.0), 'blfluency': (44.6, 128.0), 'bleffcomp': (101.3, 36.0), 'wrdpblm': (80.0, 83.0), 'patterns': (77.2, 80.0)}",0.09628875,AA_87731df7-f734-4ff
13,12,12,7.0,9.0,83.0,24.8,"{'listcomp_urd': 813.2, 'letterid_urd': -3.3, 'idwrd_urd': 4.7, 'listcomp_eng': 67.9, 'letterid_eng': -9.3, 'pw_eng': 3.9, 'idwrd_eng': 0.0, 'idnummag': -3.4, 'numrep': 12.9, 'bleffcomp': -74.9, 'wrdpblm': -1.3, 'patterns': -1.6}","{'listcomp_urd': (39.2, 866.0), 'letterid_urd': (56.3, 64.0), 'idwrd_urd': (71.5, 50.0), 'listcomp_eng': (17.7, 95.0), 'letterid_eng': (20.0, 72.0), 'pw_eng': (29.8, 42.0), 'idwrd_eng': (64.4, 34.0), 'idnummag': (85.9, 81.0), 'numrep': (67.4, 93.0), 'bleffcomp': (77.6, 12.0), 'wrdpblm': (33.1, 37.0), 'patterns': (60.7, 69.0)}",0.093475,AA_89cb8f1a-69e3-424
15,14,14,8.0,9.0,18.9,22.9,"{'listcomp_urd': 75.8, 'letterid_urd': 0.3, 'idwrd_urd': 0.0, 'orf_urd': 4.0, 'rdcomp_urd': -0.8, 'listcomp_eng': -0.8, 'letterid_eng': 3.9, 'idwrd_eng': -42.5, 'idnummag': -29.1, 'numrep': 21.0, 'blfluency': 6.5, 'bleffcomp': -76.2, 'wrdpblm': -3.6, 'patterns': -0.7}","{'listcomp_urd': (40.8, 122.0), 'letterid_urd': (64.3, 68.0), 'idwrd_urd': (118.5, 126.0), 'orf_urd': (77.2, 90.0), 'rdcomp_urd': (23.9, 29.0), 'listcomp_eng': (66.2, 71.0), 'letterid_eng': (62.8, 72.0), 'idwrd_eng': (14.5, 31.0), 'idnummag': (72.0, 28.0), 'numrep': (94.0, 114.0), 'blfluency': (44.2, 132.0), 'bleffcomp': (131.3, 63.0), 'wrdpblm': (78.7, 78.0), 'patterns': (69.5, 66.0)}",0.11523625,AA_8c934dfb-1a72-492
17,11,11,6.0,9.0,28.1,110.8,"{'listcomp_urd': 245.9, 'letterid_urd': 4.1, 'idwrd_urd': 5.0, 'orf_urd': 0.0, 'rdcomp_urd': -7.9, 'listcomp_eng': -4.9, 'letterid_eng': -6.8, 'idnummag': 17.8, 'numrep': 9.6, 'wrdpblm': -3.1, 'patterns': -4.1}","{'listcomp_urd': (20.0, 273.0), 'letterid_urd': (61.3, 74.0), 'idwrd_urd': (117.9, 130.0), 'orf_urd': (123.5, 141.0), 'rdcomp_urd': (40.9, 38.0), 'listcomp_eng': (42.5, 44.0), 'letterid_eng': (476.0, 75.0), 'idnummag': (26.8, 39.0), 'numrep': (75.2, 49.0), 'wrdpblm': (27.9, 31.0), 'patterns': (24.9, 25.0)}",0.12722375,AA_8d152f25-5b3e-4b3
15,16,15,7.0,12.0,13.3,23.1,"{'listcomp_urd': 74.6, 'letterid_urd': -2.8, 'idwrd_urd': 0.5, 'orf_urd': 29.3, 'rdcomp_urd': 0.0, 'listcomp_eng': 40.6, 'letterid_eng': -5.4, 'pw_eng': -4.9, 'idwrd_eng': -5.6, 'idnummag': -14.6, 'numrep': 2.9, 'blfluency': 7.4, 'bleffcomp': 4.3, 'wrdpblm': -5.6, 'patterns': -1.2}","{'listcomp_urd': (37.6, 122.0), 'letterid_urd': (61.9, 69.0), 'idwrd_urd': (66.2, 79.0), 'orf_urd': (56.5, 100.0), 'rdcomp_urd': (41.2, 53.0), 'listcomp_eng': (73.4, 126.0), 'letterid_eng': (66.6, 69.0), 'pw_eng': (13.2, 22.0), 'idwrd_eng': (187.4, 189.0), 'idnummag': (117.0, 113.0), 'numrep': (147.9, 161.0), 'blfluency': (140.3, 226.0), 'bleffcomp': (92.8, 109.0), 'wrdpblm': (98.5, 103.0), 'patterns': (93.0, 102.0)}",0.09163125,AA_8e03896a-2912-496
15,14,14,4.0,10.0,14.2,31.0,"{'listcomp_urd': 38.1, 'letterid_urd': 2.9, 'idwrd_urd': 7.7, 'orf_urd': -4.1, 'rdcomp_urd': -8.1, 'listcomp_eng': 57.0, 'letterid_eng': 0.0, 'idwrd_eng': -6.2, 'idnummag': -15.9, 'numrep': -6.9, 'blfluency': 0.0, 'bleffcomp': 38.2, 'wrdpblm': -8.1, 'patterns': -6.1}","{'listcomp_urd': (69.4, 127.0), 'letterid_urd': (58.9, 82.0), 'idwrd_urd': (74.2, 99.0), 'orf_urd': (61.7, 88.0), 'rdcomp_urd': (34.3, 42.0), 'listcomp_eng': (56.3, 131.0), 'letterid_eng': (52.3, 77.0), 'idwrd_eng': (5.6, 73.0), 'idnummag': (75.4, 81.0), 'numrep': (107.3, 115.0), 'blfluency': (48.3, 68.0), 'bleffcomp': (64.2, 119.0), 'wrdpblm': (72.3, 80.0), 'patterns': (93.2, 112.0)}",0.09362125,AA_8e29defb-2c2e-496
17,17,17,11.0,14.0,13.0,19.0,"{'listcomp_urd': 55.7, 'letterid_urd': -1.9, 'idwrd_urd': -2.0, 'orf_urd': 11.7, 'rdcomp_urd': 3.6, 'listcomp_eng': 45.6, 'letterid_eng': -1.2, 'pw_eng': 1.6, 'idwrd_eng': -0.6, 'orf_eng': 5.5, 'rdcomp_eng': 0.0, 'idnummag': -3.0, 'numrep': 15.0, 'blfluency': 0.9, 'bleffcomp': -67.4, 'wrdpblm': -1.9, 'patterns': -3.1}","{'listcomp_urd': (18.1, 80.0), 'letterid_urd': (56.0, 65.0), 'idwrd_urd': (30.5, 37.0), 'orf_urd': (28.3, 49.0), 'rdcomp_urd': (22.8, 30.0), 'listcomp_eng': (25.0, 77.0), 'letterid_eng': (49.7, 58.0), 'pw_eng': (56.0, 64.0), 'idwrd_eng': (39.8, 48.0), 'orf_eng': (47.3, 61.0), 'rdcomp_eng': (28.7, 35.0), 'idnummag': (67.2, 55.0), 'numrep': (64.1, 86.0), 'blfluency': (55.4, 133.0), 'bleffcomp': (105.8, 45.0), 'wrdpblm': (64.8, 66.0), 'patterns': (52.3, 55.0)}",0.07819375,AA_91ecf22b-d335-4de
15,16,15,6.0,10.0,22.1,14.6,"{'listcomp_urd': 60.3, 'letterid_urd': 0.0, 'idwrd_urd': -10.4, 'orf_urd': -7.0, 'rdcomp_urd': -3.9, 'listcomp_eng': 122.0, 'letterid_eng': 5.7, 'pw_eng': 4.3, 'idwrd_eng': -15.4, 'idnummag': -41.2, 'numrep': 45.2, 'blfluency': -0.6, 'bleffcomp': 0.6, 'wrdpblm': 11.0, 'patterns': -3.3}","{'listcomp_urd': (79.1, 137.0), 'letterid_urd': (56.0, 73.0), 'idwrd_urd': (72.3, 82.0), 'orf_urd': (77.6, 94.0), 'rdcomp_urd': (28.4, 37.0), 'listcomp_eng': (57.7, 193.0), 'letterid_eng': (59.8, 78.0), 'pw_eng': (5.8, 29.0), 'idwrd_eng': (20.3, 22.0), 'idnummag': (183.0, 156.0), 'numrep': (91.6, 150.0), 'blfluency': (49.1, 65.0), 'bleffcomp': (52.4, 67.0), 'wrdpblm': (111.8, 133.0), 'patterns': (82.8, 90.0)}",0.1194125,AA_92bdf696-3742-41e
17,17,17,8.0,14.0,12.8,19.5,"{'listcomp_urd': 62.1, 'letterid_urd': -1.4, 'idwrd_urd': 0.0, 'orf_urd': 0.1, 'rdcomp_urd': -7.2, 'listcomp_eng': -5.1, 'letterid_eng': -1.8, 'pw_eng': -1.9, 'idwrd_eng': 0.8, 'orf_eng': 1.4, 'rdcomp_eng': -5.7, 'idnummag': 26.9, 'numrep': 14.3, 'blfluency': 8.8, 'bleffcomp': -68.0, 'wrdpblm': -3.9, 'patterns': 7.5}","{'listcomp_urd': (27.3, 95.0), 'letterid_urd': (69.2, 76.0), 'idwrd_urd': (35.2, 43.0), 'orf_urd': (22.2, 47.0), 'rdcomp_urd': (36.2, 35.0), 'listcomp_eng': (66.9, 66.0), 'letterid_eng': (58.0, 66.0), 'pw_eng': (8.2, 11.0), 'idwrd_eng': (38.1, 47.0), 'orf_eng': (56.2, 66.0), 'rdcomp_eng': (57.0, 51.0), 'idnummag': (47.0, 72.0), 'numrep': (36.1, 54.0), 'blfluency': (53.1, 140.0), 'bleffcomp': (85.4, 45.0), 'wrdpblm': (35.4, 38.0), 'patterns': (45.2, 66.0)}",0.09981125,AA_93ae4640-bf92-45b
17,16,16,5.0,11.0,19.9,15.8,"{'listcomp_urd': 63.5, 'letterid_urd': -4.5, 'idwrd_urd': -8.8, 'orf_urd': 8.3, 'rdcomp_urd': -4.4, 'listcomp_eng': 75.8, 'letterid_eng': 1.3, 'pw_eng': -1.6, 'idwrd_eng': 7.2, 'orf_eng': 0.0, 'rdcomp_eng': -13.5, 'idnummag': -10.3, 'numrep': -5.1, 'bleffcomp': -69.6, 'wrdpblm': 24.3, 'patterns': 20.1}","{'listcomp_urd': (40.6, 117.0), 'letterid_urd': (62.5, 69.0), 'idwrd_urd': (185.7, 192.0), 'orf_urd': (195.2, 221.0), 'rdcomp_urd': (45.2, 53.0), 'listcomp_eng': (46.3, 231.0), 'letterid_eng': (65.0, 82.0), 'pw_eng': (34.1, 50.0), 'idwrd_eng': (183.7, 205.0), 'orf_eng': (181.0, 199.0), 'rdcomp_eng': (53.1, 55.0), 'idnummag': (72.7, 78.0), 'numrep': (123.8, 133.0), 'bleffcomp': (32.4, 66.0), 'wrdpblm': (117.4, 153.0), 'patterns': (111.2, 152.0)}",0.09424375,AA_94917b5c-07a6-4c5
13,13,12,7.0,9.0,12.5,8.1,"{'listcomp_urd': 32.9, 'letterid_urd': -1.1, 'idwrd_urd': 0.0, 'listcomp_eng': 13.9, 'letterid_eng': -1.3, 'pw_eng': -1.8, 'idwrd_eng': -3.1, 'idnummag': -5.0, 'numrep': 0.3, 'bleffcomp': -62.9, 'wrdpblm': 22.4, 'patterns': 5.6}","{'listcomp_urd': (47.6, 87.0), 'letterid_urd': (55.6, 64.0), 'idwrd_urd': (56.5, 37.0), 'listcomp_eng': (50.5, 71.0), 'letterid_eng': (59.8, 67.0), 'pw_eng': (24.0, 27.0), 'idwrd_eng': (30.4, 28.0), 'idnummag': (99.2, 104.0), 'numrep': (97.4, 68.0), 'bleffcomp': (56.5, 85.0), 'wrdpblm': (0.4, 35.0), 'patterns': (76.9, 91.0)}",0.074085,AA_955704af-dbd7-423
17,17,17,7.0,12.0,10.0,12.1,"{'listcomp_urd': 19.0, 'letterid_urd': -0.0, 'idwrd_urd': 5.4, 'orf_urd': 0.0, 'rdcomp_urd': -6.7, 'listcomp_eng': 39.9, 'letterid_eng': -0.5, 'pw_eng': -0.7, 'idwrd_eng': 1.6, 'orf_eng': 5.8, 'rdcomp_eng': -6.0, 'idnummag': -15.4, 'numrep': 19.5, 'blfluency': 34.9, 'bleffcomp': 5.8, 'wrdpblm': -4.8, 'patterns': -3.3}","{'listcomp_urd': (33.4, 57.0), 'letterid_urd': (62.6, 65.0), 'idwrd_urd': (35.8, 47.0), 'orf_urd': (28.7, 36.0), 'rdcomp_urd': (25.7, 23.0), 'listcomp_eng': (41.8, 88.0), 'letterid_eng': (44.2, 49.0), 'pw_eng': (65.1, 70.0), 'idwrd_eng': (48.6, 56.0), 'orf_eng': (48.4, 61.0), 'rdcomp_eng': (36.8, 37.0), 'idnummag': (49.8, 15.0), 'numrep': (54.0, 52.0), 'blfluency': (52.9, 99.0), 'bleffcomp': (6.1, 27.0), 'wrdpblm': (32.9, 38.0), 'patterns': (65.0, 65.0)}",0.0772775,AA_977bf4d2-d71d-42b
17,17,17,9.0,14.0,13.6,16.8,"{'listcomp_urd': 47.9, 'letterid_urd': -0.5, 'idwrd_urd': -5.0, 'orf_urd': 0.0, 'rdcomp_urd': 4.7, 'listcomp_eng': 59.1, 'letterid_eng': -4.1, 'pw_eng': -4.3, 'idwrd_eng': -6.8, 'orf_eng': 5.6, 'rdcomp_eng': 1.6, 'idnummag': -6.6, 'numrep': 0.6, 'blfluency': 5.4, 'bleffcomp': -68.6, 'wrdpblm': 8.2, 'patterns': -2.3}","{'listcomp_urd': (43.6, 99.0), 'letterid_urd': (60.3, 65.0), 'idwrd_urd': (67.2, 72.0), 'orf_urd': (53.2, 63.0), 'rdcomp_urd': (34.2, 50.0), 'listcomp_eng': (70.7, 138.0), 'letterid_eng': (54.3, 60.0), 'pw_eng': (71.8, 76.0), 'idwrd_eng': (56.8, 60.0), 'orf_eng': (50.8, 66.0), 'rdcomp_eng': (42.1, 57.0), 'idnummag': (44.0, 48.0), 'numrep': (95.0, 108.0), 'blfluency': (55.0, 142.0), 'bleffcomp': (154.3, 93.0), 'wrdpblm': (95.6, 111.0), 'patterns': (78.9, 83.0)}",0.096715,AA_98d3878d-7611-485
15,13,13,6.0,9.0,17.6,17.6,"{'listcomp_urd': 53.0, 'letterid_urd': -5.7, 'idwrd_urd': -3.3, 'orf_urd': 3.8, 'rdcomp_urd': -1.0, 'listcomp_eng': 64.7, 'letterid_eng': -4.1, 'idwrd_eng': 6.7, 'idnummag': 26.9, 'numrep': 0.0, 'bleffcomp': -47.1, 'wrdpblm': 11.2, 'patterns': -1.6}","{'listcomp_urd': (25.3, 81.0), 'letterid_urd': (104.8, 97.0), 'idwrd_urd': (39.5, 47.0), 'orf_urd': (17.9, 60.0), 'rdcomp_urd': (24.3, 25.0), 'listcomp_eng': (25.8, 90.0), 'letterid_eng': (55.1, 78.0), 'idwrd_eng': (13.3, 21.0), 'idnummag': (56.6, 85.0), 'numrep': (77.5, 75.0), 'bleffcomp': (84.7, 28.0), 'wrdpblm': (27.2, 47.0), 'patterns': (54.1, 57.0)}",0.064415,AA_99ab36ed-ed68-4e9
17,17,17,4.0,11.0,15.8,17.4,"{'listcomp_urd': 22.5, 'letterid_urd': -15.0, 'idwrd_urd': -18.1, 'orf_urd': 10.3, 'rdcomp_urd': -9.0, 'listcomp_eng': 67.3, 'letterid_eng': -15.9, 'pw_eng': -14.7, 'idwrd_eng': -14.8, 'orf_eng': 20.0, 'rdcomp_eng': 1.2, 'idnummag': -14.1, 'numrep': 8.5, 'blfluency': 3.9, 'bleffcomp': 30.8, 'wrdpblm': -3.1, 'patterns': 0.0}","{'listcomp_urd': (28.2, 63.0), 'letterid_urd': (57.6, 72.0), 'idwrd_urd': (35.9, 44.0), 'orf_urd': (26.6, 65.0), 'rdcomp_urd': (30.7, 38.0), 'listcomp_eng': (43.8, 131.0), 'letterid_eng': (59.9, 70.0), 'pw_eng': (41.3, 50.0), 'idwrd_eng': (32.6, 42.0), 'orf_eng': (31.3, 74.0), 'rdcomp_eng': (50.1, 72.0), 'idnummag': (49.1, 59.0), 'numrep': (47.7, 74.0), 'blfluency': (147.6, 140.0), 'bleffcomp': (19.5, 67.0), 'wrdpblm': (80.2, 96.0), 'patterns': (68.7, 89.0)}",0.1062675,AA_9d92617a-c53f-43e
17,16,16,8.0,10.0,17.3,16.7,"{'listcomp_urd': 15.8, 'letterid_urd': 28.6, 'idwrd_urd': -2.3, 'orf_urd': 5.5, 'rdcomp_urd': -1.3, 'listcomp_eng': 76.4, 'letterid_eng': -0.2, 'pw_eng': 1.7, 'idwrd_eng': -0.6, 'orf_eng': 7.0, 'rdcomp_eng': -4.0, 'idnummag': -0.5, 'numrep': 30.5, 'bleffcomp': -40.7, 'wrdpblm': -62.2, 'patterns': 0.0}","{'listcomp_urd': (67.4, 86.0), 'letterid_urd': (46.5, 97.0), 'idwrd_urd': (41.1, 45.0), 'orf_urd': (39.0, 46.0), 'rdcomp_urd': (41.4, 54.0), 'listcomp_eng': (40.5, 128.0), 'letterid_eng': (53.3, 62.0), 'pw_eng': (30.1, 43.0), 'idwrd_eng': (45.7, 50.0), 'orf_eng': (36.4, 66.0), 'rdcomp_eng': (46.6, 51.0), 'idnummag': (115.1, 95.0), 'numrep': (105.9, 141.0), 'bleffcomp': (18.1, 49.0), 'wrdpblm': (179.0, 122.0), 'patterns': (82.3, 112.0)}",0.11012875,AA_9f532c2d-d760-4fa
17,17,17,11.0,14.0,17.0,22.8,"{'listcomp_urd': 109.1, 'letterid_urd': 5.0, 'idwrd_urd': -3.0, 'orf_urd': 0.0, 'rdcomp_urd': 0.9, 'listcomp_eng': 54.2, 'letterid_eng': -0.6, 'pw_eng': -2.5, 'idwrd_eng': -0.0, 'orf_eng': 1.9, 'rdcomp_eng': 7.3, 'idnummag': -5.0, 'numrep': -2.2, 'blfluency': -4.7, 'bleffcomp': -71.5, 'wrdpblm': 7.3, 'patterns': 13.8}","{'listcomp_urd': (23.5, 144.0), 'letterid_urd': (61.0, 82.0), 'idwrd_urd': (32.2, 46.0), 'orf_urd': (32.9, 48.0), 'rdcomp_urd': (30.2, 42.0), 'listcomp_eng': (25.0, 92.0), 'letterid_eng': (55.1, 69.0), 'pw_eng': (45.6, 59.0), 'idwrd_eng': (34.3, 49.0), 'orf_eng': (36.5, 54.0), 'rdcomp_eng': (24.9, 46.0), 'idnummag': (89.3, 96.0), 'numrep': (81.5, 91.0), 'blfluency': (56.8, 130.0), 'bleffcomp': (156.5, 95.0), 'wrdpblm': (91.1, 110.0), 'patterns': (69.9, 95.0)}",0.09753,AA_9fd3b07d-cb1e-42b
17,16,16,6.0,11.0,15.1,25.6,"{'listcomp_urd': -23.2, 'letterid_urd': 10.5, 'idwrd_urd': 1.6, 'orf_urd': 0.0, 'rdcomp_urd': -7.8, 'listcomp_eng': 48.0, 'letterid_eng': -5.9, 'pw_eng': 53.6, 'idwrd_eng': -0.9, 'orf_eng': 41.5, 'rdcomp_eng': -8.1, 'idnummag': -12.3, 'numrep': 3.6, 'blfluency': 19.6, 'wrdpblm': -3.7, 'patterns': -1.3}","{'listcomp_urd': (24.5, 7.0), 'letterid_urd': (11.8, 64.0), 'idwrd_urd': (45.8, 57.0), 'orf_urd': (41.3, 51.0), 'rdcomp_urd': (30.4, 29.0), 'listcomp_eng': (44.6, 101.0), 'letterid_eng': (53.3, 59.0), 'pw_eng': (96.1, 151.0), 'idwrd_eng': (138.8, 139.0), 'orf_eng': (52.7, 103.0), 'rdcomp_eng': (53.2, 49.0), 'idnummag': (62.8, 47.0), 'numrep': (63.6, 74.0), 'blfluency': (104.0, 125.0), 'wrdpblm': (83.7, 101.0), 'patterns': (65.9, 65.0)}",0.112775,AA_a17b3477-e1fc-411
17,14,14,3.0,6.0,22.5,22.4,"{'listcomp_urd': 50.5, 'letterid_urd': 44.5, 'orf_urd': -2.2, 'listcomp_eng': 34.7, 'letterid_eng': -11.6, 'pw_eng': 11.7, 'idwrd_eng': 0.0, 'orf_eng': 23.9, 'idnummag': -62.9, 'numrep': -22.8, 'blfluency': 0.2, 'bleffcomp': -18.6, 'wrdpblm': -24.6, 'patterns': -6.6}","{'listcomp_urd': (20.7, 73.0), 'letterid_urd': (53.6, 68.0), 'orf_urd': (13.7, 31.0), 'listcomp_eng': (38.7, 95.0), 'letterid_eng': (61.8, 59.0), 'pw_eng': (17.0, 25.0), 'idwrd_eng': (42.5, 57.0), 'orf_eng': (19.9, 59.0), 'idnummag': (68.3, 35.0), 'numrep': (51.7, 48.0), 'blfluency': (49.0, 110.0), 'bleffcomp': (27.8, 52.0), 'wrdpblm': (70.5, 75.0), 'patterns': (91.3, 57.0)}",0.10852625,AA_a2bda34a-2d3a-439
15,12,12,7.0,9.0,14.6,53.6,"{'listcomp_urd': 29.6, 'letterid_urd': -1.2, 'idwrd_urd': -1.5, 'orf_urd': 0.0, 'rdcomp_urd': -3.1, 'letterid_eng': -2.5, 'pw_eng': -3.3, 'numrep': 14.7, 'blfluency': 0.6, 'bleffcomp': -81.6, 'wrdpblm': 12.3, 'patterns': 24.3}","{'listcomp_urd': (21.4, 57.0), 'letterid_urd': (59.5, 65.0), 'idwrd_urd': (44.2, 51.0), 'orf_urd': (46.8, 59.0), 'rdcomp_urd': (19.4, 23.0), 'letterid_eng': (50.9, 56.0), 'pw_eng': (220.6, 15.0), 'numrep': (42.7, 64.0), 'blfluency': (60.6, 147.0), 'bleffcomp': (107.1, 34.0), 'wrdpblm': (0.8, 33.0), 'patterns': (15.1, 63.0)}",0.0813525,AA_a37dfa4b-5be9-4b9
17,17,17,11.0,13.0,15.8,23.5,"{'listcomp_urd': 41.8, 'letterid_urd': 4.4, 'idwrd_urd': -1.9, 'orf_urd': 10.3, 'rdcomp_urd': 1.4, 'listcomp_eng': 47.1, 'letterid_eng': -1.1, 'pw_eng': 0.0, 'idwrd_eng': 1.0, 'orf_eng': 6.0, 'rdcomp_eng': -0.6, 'idnummag': -47.3, 'numrep': -0.5, 'blfluency': 2.3, 'bleffcomp': -98.8, 'wrdpblm': -2.0, 'patterns': -2.3}","{'listcomp_urd': (30.5, 78.0), 'letterid_urd': (64.2, 73.0), 'idwrd_urd': (56.6, 68.0), 'orf_urd': (52.9, 73.0), 'rdcomp_urd': (33.2, 40.0), 'listcomp_eng': (34.7, 90.0), 'letterid_eng': (61.1, 66.0), 'pw_eng': (56.9, 71.0), 'idwrd_eng': (45.8, 56.0), 'orf_eng': (55.0, 70.0), 'rdcomp_eng': (30.5, 38.0), 'idnummag': (95.9, 51.0), 'numrep': (85.2, 91.0), 'blfluency': (29.7, 133.0), 'bleffcomp': (143.0, 51.0), 'wrdpblm': (73.3, 78.0), 'patterns': (68.0, 76.0)}",0.10789,AA_a5440eb3-5034-413
17,16,16,11.0,13.0,15.8,12.9,"{'listcomp_urd': 140.0, 'letterid_urd': -4.1, 'idwrd_urd': 3.3, 'orf_urd': -1.1, 'rdcomp_urd': -3.0, 'listcomp_eng': 50.1, 'letterid_eng': 0.0, 'idwrd_eng': -18.6, 'orf_eng': 4.0, 'rdcomp_eng': -1.9, 'idnummag': 4.7, 'numrep': 9.5, 'blfluency': 1.4, 'bleffcomp': -8.1, 'wrdpblm': -2.5, 'patterns': -1.0}","{'listcomp_urd': (21.6, 169.0), 'letterid_urd': (60.9, 63.0), 'idwrd_urd': (37.8, 48.0), 'orf_urd': (27.1, 34.0), 'rdcomp_urd': (29.8, 36.0), 'listcomp_eng': (24.2, 80.0), 'letterid_eng': (64.3, 69.0), 'idwrd_eng': (53.1, 42.0), 'orf_eng': (59.8, 78.0), 'rdcomp_eng': (43.3, 47.0), 'idnummag': (48.2, 55.0), 'numrep': (58.0, 80.0), 'blfluency': (82.0, 119.0), 'bleffcomp': (73.6, 72.0), 'wrdpblm': (83.4, 87.0), 'patterns': (62.4, 65.0)}",0.11897375,AA_a81b627e-e833-453
13,12,12,3.0,10.0,9.7,22.3,"{'listcomp_urd': 24.2, 'letterid_urd': -5.7, 'idwrd_urd': -8.1, 'listcomp_eng': 30.3, 'letterid_eng': -7.9, 'pw_eng': 12.4, 'idnummag': -6.2, 'numrep': -8.9, 'blfluency': 2.2, 'bleffcomp': 0.0, 'wrdpblm': 6.2, 'patterns': -4.4}","{'listcomp_urd': (21.0, 59.0), 'letterid_urd': (59.2, 70.0), 'idwrd_urd': (47.5, 38.0), 'listcomp_eng': (30.3, 71.0), 'letterid_eng': (59.4, 70.0), 'pw_eng': (92.0, 36.0), 'idnummag': (46.4, 56.0), 'numrep': (71.2, 90.0), 'blfluency': (41.2, 66.0), 'bleffcomp': (0.6, 98.0), 'wrdpblm': (8.6, 37.0), 'patterns': (102.2, 115.0)}",0.073315,AA_a8b75240-0f0f-44f
15,13,13,7.0,9.0,12.5,10.7,"{'listcomp_urd': 18.5, 'letterid_urd': 2.7, 'idwrd_urd': -3.7, 'rdcomp_urd': -4.4, 'listcomp_eng': 70.8, 'letterid_eng': -3.5, 'pw_eng': -7.0, 'idwrd_eng': 16.1, 'idnummag': -4.7, 'numrep': 9.3, 'blfluency': 20.2, 'wrdpblm': 0.0, 'patterns': -2.0}","{'listcomp_urd': (47.3, 77.0), 'letterid_urd': (50.5, 66.0), 'idwrd_urd': (0.8, 20.0), 'rdcomp_urd': (15.8, 24.0), 'listcomp_eng': (28.0, 109.0), 'letterid_eng': (59.0, 67.0), 'pw_eng': (20.1, 17.0), 'idwrd_eng': (23.6, 39.0), 'idnummag': (66.2, 54.0), 'numrep': (43.8, 61.0), 'blfluency': (61.9, 65.0), 'wrdpblm': (58.1, 70.0), 'patterns': (19.9, 26.0)}",0.08689625,AA_a8eef4b9-ab7b-48d
13,10,10,5.0,7.0,15.0,15.1,"{'listcomp_urd': -5.0, 'idwrd_urd': -68.4, 'listcomp_eng': 33.9, 'letterid_eng': 2.5, 'idnummag': -22.7, 'numrep': -6.0, 'blfluency': 6.9, 'bleffcomp': 3.2, 'wrdpblm': -1.0, 'patterns': 0.0}","{'listcomp_urd': (40.1, 37.0), 'idwrd_urd': (50.0, 31.0), 'listcomp_eng': (22.0, 69.0), 'letterid_eng': (8.2, 27.0), 'idnummag': (73.9, 60.0), 'numrep': (79.0, 76.0), 'blfluency': (37.5, 45.0), 'bleffcomp': (40.7, 45.0), 'wrdpblm': (107.7, 111.0), 'patterns': (60.6, 63.0)}",0.09141,AA_a8f57a8e-c029-4c9
17,11,11,3.0,8.0,16.7,47.4,"{'listcomp_urd': 43.2, 'letterid_urd': -5.3, 'idwrd_urd': -1.0, 'orf_urd': 1.0, 'rdcomp_urd': -12.4, 'listcomp_eng': 66.6, 'letterid_eng': -7.7, 'pw_eng': 0.0, 'idwrd_eng': 13.1, 'orf_eng': 27.6, 'rdcomp_eng': -5.8}","{'listcomp_urd': (31.9, 93.0), 'letterid_urd': (5.9, 69.0), 'idwrd_urd': (50.7, 84.0), 'orf_urd': (79.3, 98.0), 'rdcomp_urd': (33.4, 36.0), 'listcomp_eng': (40.4, 126.0), 'letterid_eng': (62.8, 74.0), 'pw_eng': (44.8, 52.0), 'idwrd_eng': (61.9, 98.0), 'orf_eng': (24.6, 187.0), 'rdcomp_eng': (43.9, 58.0)}",0.0808125,AA_a8f5a4cb-8b11-426
