arm,model,file,sub,machine_correct,machine_attempted,enum_correct,baseline_correct,n_pairs,tp,fp,fn,cost,error
audio,google/gemini-3.5-flash-lite,AA_dd56a505-4ac7-4d1,orf_urd,25.0,27.0,17.0,15.0,26.0,1.0,1.0,8.0,0.0036831,
audio,google/gemini-3.5-flash-lite,AA_bd2f2910-0953-45a,idwrd_urd,2.0,46.0,42.0,2.0,46.0,4.0,40.0,0.0,0.0055715,
audio,google/gemini-3.5-flash-lite,AA_bd2f2910-0953-45a,orf_urd,8.0,60.0,22.0,5.0,23.0,1.0,14.0,0.0,0.0027706,
audio,google/gemini-3.5-flash-lite,AA_bd2f2910-0953-45a,orf_eng,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.003489,
audio,google/gemini-3.5-flash-lite,AA_27e407f8-7dc7-428,idwrd_urd,50.0,50.0,48.0,28.0,50.0,0.0,0.0,2.0,0.0024115,
audio,google/gemini-3.5-flash-lite,AA_27e407f8-7dc7-428,orf_urd,53.0,60.0,60.0,30.0,60.0,0.0,7.0,0.0,0.0027481,
audio,google/gemini-3.5-flash-lite,AA_91ecf22b-d335-4de,idwrd_urd,49.0,50.0,50.0,38.0,50.0,0.0,1.0,0.0,0.0055965,
audio,google/gemini-3.5-flash-lite,AA_91ecf22b-d335-4de,orf_urd,58.0,60.0,60.0,41.0,60.0,0.0,2.0,0.0,0.0062656,
audio,google/gemini-3.5-flash-lite,AA_91ecf22b-d335-4de,orf_eng,57.0,59.0,58.0,18.0,59.0,0.0,2.0,2.0,0.0025865,
audio,google/gemini-3.5-flash-lite,AA_7a35917e-6b9d-418,idwrd_urd,0.0,7.0,1.0,0.0,6.0,5.0,1.0,0.0,0.003184,
audio,google/gemini-3.5-flash-lite,AA_7f61eb3f-65c7-4fd,idwrd_urd,5.0,14.0,14.0,3.0,14.0,4.0,5.0,0.0,0.0032115,
audio,google/gemini-3.5-flash-lite,AA_7f61eb3f-65c7-4fd,orf_urd,0.0,11.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0036631,
audio,google/gemini-3.5-flash-lite,AA_12d53cb2-6597-40c,idwrd_urd,49.0,50.0,35.0,5.0,35.0,0.0,1.0,0.0,0.0031815,
audio,google/gemini-3.5-flash-lite,AA_12d53cb2-6597-40c,orf_urd,59.0,60.0,57.0,14.0,60.0,0.0,1.0,3.0,0.0036806,
audio,google/gemini-3.5-flash-lite,AA_063c4da1-14ee-4c6,idwrd_urd,0.0,50.0,49.0,39.0,50.0,1.0,49.0,0.0,0.003189,
audio,google/gemini-3.5-flash-lite,AA_063c4da1-14ee-4c6,orf_urd,59.0,60.0,59.0,42.0,60.0,1.0,0.0,0.0,0.0036556,
audio,google/gemini-3.5-flash-lite,AA_063c4da1-14ee-4c6,orf_eng,55.0,59.0,57.0,50.0,59.0,0.0,4.0,3.0,0.003519,
audio,google/gemini-3.5-flash-lite,AA_5d2c0d0d-94a3-4cd,idwrd_urd,45.0,50.0,46.0,40.0,50.0,1.0,4.0,3.0,0.005574,
audio,google/gemini-3.5-flash-lite,AA_5d2c0d0d-94a3-4cd,orf_urd,59.0,60.0,59.0,41.0,60.0,0.0,1.0,1.0,0.0027506,
audio,google/gemini-3.5-flash-lite,AA_5d2c0d0d-94a3-4cd,orf_eng,4.0,6.0,1.0,5.0,6.0,2.0,0.0,3.0,0.0035065,
audio,google/gemini-3.5-flash-lite,AA_f3176f60-2162-435,idwrd_urd,0.0,50.0,0.0,2.0,5.0,5.0,0.0,0.0,0.002414,
audio,google/gemini-3.5-flash-lite,AA_f3176f60-2162-435,orf_urd,0.0,55.0,0.0,1.0,14.0,14.0,0.0,0.0,0.0036856,
audio,google/gemini-3.5-flash-lite,AA_f3176f60-2162-435,orf_eng,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.002584,
audio,google/gemini-3.5-flash-lite,AA_df7b47e1-1bc3-45c,idwrd_urd,39.0,50.0,48.0,34.0,50.0,2.0,9.0,0.0,0.0024193,
audio,google/gemini-3.5-flash-lite,AA_df7b47e1-1bc3-45c,orf_urd,58.0,60.0,60.0,42.0,60.0,0.0,2.0,0.0,0.0036775,
audio,google/gemini-3.5-flash-lite,AA_df7b47e1-1bc3-45c,orf_eng,46.0,52.0,53.0,44.0,52.0,1.0,5.0,3.0,0.0035168,
audio,google/gemini-3.5-flash-lite,AA_81cc4088-35cb-41b,idwrd_urd,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.002414,
audio,google/gemini-3.5-flash-lite,AA_81cc4088-35cb-41b,orf_urd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0062531,
audio,google/gemini-3.5-flash-lite,AA_72720d37-958f-4af,idwrd_urd,3.0,50.0,0.0,1.0,5.0,3.0,0.0,2.0,0.003184,
audio,google/gemini-3.5-flash-lite,AA_048cadbc-2c10-416,orf_urd,0.0,60.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0062656,
audio,google/gemini-3.5-flash-lite,AA_048cadbc-2c10-416,idwrd_urd,12.0,15.0,5.0,1.0,15.0,2.0,1.0,8.0,0.003189,
audio,google/gemini-3.5-flash-lite,AA_048cadbc-2c10-416,orf_eng,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0034915,
audio,google/gemini-3.5-flash-lite,AA_b20398e6-b319-4ad,idwrd_urd,13.0,20.0,8.0,3.0,15.0,5.0,1.0,2.0,0.0031815,
audio,google/gemini-3.5-flash-lite,AA_b20398e6-b319-4ad,orf_urd,45.0,60.0,48.0,26.0,57.0,7.0,6.0,3.0,0.0027556,
audio,google/gemini-3.5-flash-lite,AA_b20398e6-b319-4ad,orf_eng,0.0,59.0,17.0,7.0,25.0,7.0,18.0,0.0,0.002599,
audio,google/gemini-3.5-flash-lite,AA_bc78193f-3d1b-4a1,idwrd_urd,39.0,47.0,48.0,40.0,47.0,1.0,7.0,1.0,0.003184,
audio,google/gemini-3.5-flash-lite,AA_bc78193f-3d1b-4a1,orf_urd,49.0,52.0,47.0,33.0,50.0,1.0,1.0,2.0,0.0027506,
audio,google/gemini-3.5-flash-lite,AA_350b43cb-69b8-4f0,orf_urd,60.0,60.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0027381,
audio,openai/gpt-audio-mini,AA_eaf07843-14a1-4e9,idwrd_urd,50.0,50.0,29.0,4.0,29.0,0.0,0.0,0.0,0.0022704,
audio,openai/gpt-audio-mini,AA_eaf07843-14a1-4e9,orf_urd,0.0,60.0,48.0,12.0,53.0,5.0,48.0,0.0,0.0036654,
audio,openai/gpt-audio-mini,AA_eaf07843-14a1-4e9,orf_eng,0.0,59.0,36.0,7.0,43.0,7.0,36.0,0.0,0.0034326,
audio,openai/gpt-audio-mini,AA_aa8eabb8-8f23-448,idwrd_urd,50.0,50.0,48.0,40.0,50.0,0.0,0.0,2.0,0.0031416,
audio,openai/gpt-audio-mini,AA_aa8eabb8-8f23-448,orf_urd,19.0,60.0,60.0,42.0,60.0,0.0,41.0,0.0,0.0036558,
audio,openai/gpt-audio-mini,AA_aa8eabb8-8f23-448,orf_eng,0.0,59.0,56.0,34.0,59.0,3.0,56.0,0.0,0.003447,
audio,openai/gpt-audio-mini,AA_b2abea24-c5e2-478,idwrd_urd,50.0,50.0,48.0,38.0,50.0,0.0,0.0,2.0,0.0031416,
audio,openai/gpt-audio-mini,AA_b2abea24-c5e2-478,orf_urd,60.0,60.0,60.0,40.0,60.0,0.0,0.0,0.0,0.0036246,
audio,openai/gpt-audio-mini,AA_b2abea24-c5e2-478,orf_eng,59.0,59.0,60.0,47.0,59.0,0.0,0.0,0.0,0.0034206,
audio,openai/gpt-audio-mini,AA_34eb5079-1c89-41d,idwrd_urd,50.0,50.0,10.0,3.0,16.0,0.0,0.0,6.0,0.0031392,
audio,openai/gpt-audio-mini,AA_34eb5079-1c89-41d,orf_urd,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.002739,
audio,openai/gpt-audio-mini,AA_34eb5079-1c89-41d,orf_eng,0.0,33.0,10.0,4.0,21.0,10.0,11.0,0.0,0.0035862,
audio,openai/gpt-audio-mini,AA_44e68d46-79a6-402,orf_urd,57.0,60.0,60.0,42.0,60.0,0.0,3.0,0.0,0.003687,
audio,openai/gpt-audio-mini,AA_44e68d46-79a6-402,orf_eng,0.0,59.0,52.0,38.0,57.0,5.0,52.0,0.0,0.0034302,
audio,openai/gpt-audio-mini,AA_b47c2091-d93e-49d,idwrd_urd,50.0,50.0,50.0,39.0,50.0,0.0,0.0,0.0,0.0031392,
audio,openai/gpt-audio-mini,AA_b47c2091-d93e-49d,orf_urd,45.0,60.0,60.0,42.0,60.0,0.0,15.0,0.0,0.0036558,
audio,openai/gpt-audio-mini,AA_b47c2091-d93e-49d,orf_eng,0.0,59.0,54.0,44.0,59.0,6.0,53.0,0.0,0.0034278,
audio,openai/gpt-audio-mini,AA_b68b3349-98b4-4c6,idwrd_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024072,
audio,openai/gpt-audio-mini,AA_b68b3349-98b4-4c6,orf_urd,60.0,60.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0036246,
audio,openai/gpt-audio-mini,AA_b68b3349-98b4-4c6,orf_eng,59.0,59.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0034206,
audio,openai/gpt-audio-mini,AA_05ebc0d7-bc26-4ab,idwrd_urd,14.0,45.0,14.0,5.0,16.0,2.0,4.0,0.0,0.0032304,
audio,openai/gpt-audio-mini,AA_05ebc0d7-bc26-4ab,orf_urd,0.0,60.0,20.0,2.0,29.0,9.0,20.0,0.0,0.0036318,
audio,openai/gpt-audio-mini,AA_5f48be27-6ed5-42e,idwrd_urd,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0023952,
audio,openai/gpt-audio-mini,AA_268319c5-6f94-4a8,orf_urd,6.0,60.0,30.0,16.0,33.0,3.0,25.0,0.0,0.0036462,
audio,openai/gpt-audio-mini,AA_268319c5-6f94-4a8,orf_eng,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.002571,
audio,openai/gpt-audio-mini,AA_6d4a8671-522e-4cc,idwrd_urd,50.0,50.0,19.0,4.0,20.0,0.0,0.0,1.0,0.0031416,
audio,openai/gpt-audio-mini,AA_6d4a8671-522e-4cc,orf_urd,0.0,60.0,31.0,3.0,33.0,2.0,31.0,0.0,0.0036462,
audio,openai/gpt-audio-mini,AA_6d4a8671-522e-4cc,orf_eng,0.0,59.0,52.0,27.0,59.0,6.0,53.0,0.0,0.003447,
audio,openai/gpt-audio-mini,AA_5e864c07-25df-4cc,idwrd_urd,46.0,50.0,49.0,44.0,50.0,0.0,4.0,1.0,0.003192,
audio,openai/gpt-audio-mini,AA_5e864c07-25df-4cc,orf_urd,60.0,60.0,59.0,43.0,60.0,0.0,0.0,1.0,0.0036246,
audio,openai/gpt-audio-mini,AA_5e864c07-25df-4cc,orf_eng,3.0,59.0,50.0,48.0,59.0,9.0,47.0,0.0,0.0034542,
audio,openai/gpt-audio-mini,AA_1bb7fdea-6bc2-422,idwrd_urd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0024096,
audio,openai/gpt-audio-mini,AA_788dfa6a-d7ba-413,idwrd_urd,44.0,50.0,48.0,44.0,50.0,0.0,6.0,2.0,0.0031632,
audio,openai/gpt-audio-mini,AA_788dfa6a-d7ba-413,orf_urd,52.0,60.0,60.0,42.0,60.0,0.0,8.0,0.0,0.0038454,
audio,openai/gpt-audio-mini,AA_788dfa6a-d7ba-413,orf_eng,49.0,59.0,53.0,55.0,59.0,1.0,9.0,5.0,0.0035166,
audio,openai/gpt-audio-mini,AA_93ae4640-bf92-45b,idwrd_urd,50.0,50.0,50.0,43.0,50.0,0.0,0.0,0.0,0.0031416,
audio,openai/gpt-audio-mini,AA_93ae4640-bf92-45b,orf_urd,0.0,60.0,60.0,28.0,60.0,0.0,60.0,0.0,0.0036606,
audio,openai/gpt-audio-mini,AA_93ae4640-bf92-45b,orf_eng,2.0,59.0,57.0,17.0,59.0,2.0,55.0,0.0,0.003435,
audio,openai/gpt-audio-mini,AA_ceea038f-3411-4c4,idwrd_urd,3.0,50.0,48.0,41.0,50.0,1.0,46.0,1.0,0.0031584,
audio,openai/gpt-audio-mini,AA_ceea038f-3411-4c4,orf_urd,33.0,60.0,60.0,43.0,60.0,0.0,27.0,0.0,0.0036414,
audio,openai/gpt-audio-mini,AA_ceea038f-3411-4c4,orf_eng,42.0,59.0,55.0,43.0,59.0,1.0,16.0,4.0,0.0034446,
audio,openai/gpt-audio-mini,AA_cc3e50b9-d8fd-494,idwrd_urd,5.0,50.0,27.0,14.0,32.0,4.0,23.0,1.0,0.0031656,
audio,openai/gpt-audio-mini,AA_cc3e50b9-d8fd-494,orf_urd,0.0,60.0,31.0,10.0,35.0,5.0,30.0,0.0,0.0036534,
audio,openai/gpt-audio-mini,AA_29cbf33e-8ec1-4da,idwrd_urd,7.0,50.0,44.0,41.0,50.0,5.0,38.0,1.0,0.0031632,
audio,openai/gpt-audio-mini,AA_29cbf33e-8ec1-4da,orf_urd,60.0,60.0,60.0,43.0,60.0,0.0,0.0,0.0,0.0036246,
audio,openai/gpt-audio-mini,AA_29cbf33e-8ec1-4da,orf_eng,59.0,59.0,59.0,48.0,59.0,0.0,0.0,1.0,0.0034206,
audio,openai/gpt-audio-mini,AA_05729872-0031-4b1,idwrd_urd,42.0,50.0,27.0,24.0,32.0,3.0,4.0,2.0,0.0031608,
audio,openai/gpt-audio-mini,AA_05729872-0031-4b1,orf_urd,23.0,60.0,30.0,21.0,36.0,7.0,10.0,0.0,0.0036582,
audio,openai/gpt-audio-mini,AA_05729872-0031-4b1,orf_eng,0.0,59.0,1.0,2.0,7.0,6.0,1.0,0.0,0.003435,
audio,openai/gpt-audio-mini,AA_3a4a571d-875c-4bb,idwrd_urd,15.0,50.0,24.0,22.0,32.0,7.0,13.0,1.0,0.0031584,
audio,openai/gpt-audio-mini,AA_3a4a571d-875c-4bb,orf_urd,1.0,60.0,38.0,27.0,46.0,8.0,37.0,0.0,0.0036582,
audio,openai/gpt-audio-mini,AA_3a4a571d-875c-4bb,orf_eng,0.0,59.0,17.0,19.0,22.0,5.0,17.0,0.0,0.003435,
audio,openai/gpt-audio-mini,AA_c82929c2-05b6-468,idwrd_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024072,
audio,openai/gpt-audio-mini,AA_c82929c2-05b6-468,orf_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037854,
audio,openai/gpt-audio-mini,AA_c82929c2-05b6-468,orf_eng,59.0,59.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0024006,
audio,openai/gpt-audio-mini,AA_dd56a505-4ac7-4d1,idwrd_urd,0.0,50.0,0.0,0.0,5.0,5.0,0.0,0.0,0.003168,
audio,openai/gpt-audio-mini,AA_dd56a505-4ac7-4d1,orf_urd,27.0,60.0,17.0,15.0,26.0,7.0,6.0,2.0,0.0036438,
audio,openai/gpt-audio-mini,AA_bd2f2910-0953-45a,idwrd_urd,1.0,50.0,42.0,2.0,46.0,3.0,42.0,1.0,0.0031632,
audio,openai/gpt-audio-mini,AA_bd2f2910-0953-45a,orf_urd,6.0,60.0,22.0,5.0,23.0,1.0,16.0,0.0,0.0036534,
audio,openai/gpt-audio-mini,AA_bd2f2910-0953-45a,orf_eng,0.0,59.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0034422,
audio,openai/gpt-audio-mini,AA_27e407f8-7dc7-428,idwrd_urd,50.0,50.0,48.0,28.0,50.0,0.0,0.0,2.0,0.0031416,
audio,openai/gpt-audio-mini,AA_27e407f8-7dc7-428,orf_urd,0.0,60.0,60.0,30.0,60.0,0.0,60.0,0.0,0.0036702,
audio,openai/gpt-audio-mini,AA_91ecf22b-d335-4de,idwrd_urd,50.0,50.0,50.0,38.0,50.0,0.0,0.0,0.0,0.0031392,
audio,openai/gpt-audio-mini,AA_91ecf22b-d335-4de,orf_urd,57.0,60.0,60.0,41.0,60.0,0.0,3.0,0.0,0.003675,
audio,openai/gpt-audio-mini,AA_91ecf22b-d335-4de,orf_eng,0.0,59.0,58.0,18.0,59.0,2.0,57.0,0.0,0.0034518,
audio,openai/gpt-audio-mini,AA_7a35917e-6b9d-418,idwrd_urd,50.0,50.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0031416,
audio,openai/gpt-audio-mini,AA_7f61eb3f-65c7-4fd,idwrd_urd,1.0,50.0,14.0,3.0,21.0,7.0,13.0,0.0,0.0031752,
audio,openai/gpt-audio-mini,AA_7f61eb3f-65c7-4fd,orf_urd,0.0,60.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0026118,
audio,openai/gpt-audio-mini,AA_12d53cb2-6597-40c,idwrd_urd,0.0,50.0,35.0,5.0,35.0,0.0,35.0,0.0,0.0031536,
audio,openai/gpt-audio-mini,AA_12d53cb2-6597-40c,orf_urd,0.0,0.0,57.0,14.0,0.0,0.0,0.0,0.0,0.0037878,
audio,openai/gpt-audio-mini,AA_063c4da1-14ee-4c6,idwrd_urd,48.0,50.0,49.0,39.0,50.0,0.0,2.0,1.0,0.003168,
audio,openai/gpt-audio-mini,AA_063c4da1-14ee-4c6,orf_urd,60.0,60.0,59.0,42.0,60.0,0.0,0.0,1.0,0.0036246,
audio,openai/gpt-audio-mini,AA_063c4da1-14ee-4c6,orf_eng,0.0,59.0,57.0,50.0,59.0,3.0,56.0,0.0,0.0034302,
audio,openai/gpt-audio-mini,AA_5d2c0d0d-94a3-4cd,idwrd_urd,34.0,50.0,46.0,40.0,50.0,4.0,12.0,0.0,0.0031632,
audio,openai/gpt-audio-mini,AA_5d2c0d0d-94a3-4cd,orf_urd,55.0,60.0,59.0,41.0,60.0,0.0,5.0,1.0,0.0036894,
audio,openai/gpt-audio-mini,AA_5d2c0d0d-94a3-4cd,orf_eng,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0035862,
audio,openai/gpt-audio-mini,AA_f3176f60-2162-435,idwrd_urd,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0024,
audio,openai/gpt-audio-mini,AA_f3176f60-2162-435,orf_urd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0037902,
audio,openai/gpt-audio-mini,AA_f3176f60-2162-435,orf_eng,59.0,59.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0024006,
audio,openai/gpt-audio-mini,AA_df7b47e1-1bc3-45c,idwrd_urd,50.0,50.0,48.0,34.0,50.0,0.0,0.0,2.0,0.0022704,
audio,openai/gpt-audio-mini,AA_df7b47e1-1bc3-45c,orf_urd,13.0,60.0,60.0,42.0,60.0,0.0,47.0,0.0,0.0036384,
audio,openai/gpt-audio-mini,AA_df7b47e1-1bc3-45c,orf_eng,0.0,59.0,53.0,44.0,57.0,4.0,53.0,0.0,0.0034206,
audio,openai/gpt-audio-mini,AA_81cc4088-35cb-41b,idwrd_urd,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0024096,
audio,openai/gpt-audio-mini,AA_81cc4088-35cb-41b,orf_urd,60.0,60.0,0.0,1.0,5.0,0.0,0.0,5.0,0.0025854,
audio,openai/gpt-audio-mini,AA_72720d37-958f-4af,idwrd_urd,0.0,50.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0031584,
audio,openai/gpt-audio-mini,AA_048cadbc-2c10-416,orf_urd,60.0,60.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0036246,
audio,openai/gpt-audio-mini,AA_048cadbc-2c10-416,idwrd_urd,0.0,50.0,5.0,1.0,15.0,10.0,5.0,0.0,0.0031728,
audio,openai/gpt-audio-mini,AA_048cadbc-2c10-416,orf_eng,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio-mini,AA_b20398e6-b319-4ad,idwrd_urd,15.0,18.0,8.0,3.0,15.0,3.0,0.0,4.0,0.00324,
audio,openai/gpt-audio-mini,AA_b20398e6-b319-4ad,orf_urd,6.0,60.0,48.0,26.0,57.0,10.0,41.0,0.0,0.0036486,
audio,openai/gpt-audio-mini,AA_b20398e6-b319-4ad,orf_eng,0.0,59.0,17.0,7.0,25.0,7.0,18.0,0.0,0.0034278,
audio,openai/gpt-audio-mini,AA_bc78193f-3d1b-4a1,idwrd_urd,37.0,50.0,48.0,40.0,50.0,2.0,11.0,0.0,0.0031608,
audio,openai/gpt-audio-mini,AA_bc78193f-3d1b-4a1,orf_urd,10.0,60.0,47.0,33.0,50.0,3.0,37.0,0.0,0.0036462,
audio,openai/gpt-audio-mini,AA_350b43cb-69b8-4f0,orf_urd,60.0,60.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0036246,
audio,openai/gpt-audio,AA_eaf07843-14a1-4e9,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_eaf07843-14a1-4e9,orf_urd,34.0,60.0,48.0,12.0,53.0,5.0,14.0,0.0,0.029925,
audio,openai/gpt-audio,AA_eaf07843-14a1-4e9,orf_eng,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_aa8eabb8-8f23-448,idwrd_urd,50.0,50.0,48.0,40.0,50.0,0.0,0.0,2.0,0.0287825,
audio,openai/gpt-audio,AA_aa8eabb8-8f23-448,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.030275,
audio,openai/gpt-audio,AA_aa8eabb8-8f23-448,orf_eng,55.0,59.0,56.0,34.0,59.0,1.0,3.0,2.0,0.029635,
audio,openai/gpt-audio,AA_b2abea24-c5e2-478,idwrd_urd,48.0,50.0,48.0,38.0,50.0,1.0,1.0,1.0,0.0289225,
audio,openai/gpt-audio,AA_b2abea24-c5e2-478,orf_urd,53.0,60.0,60.0,40.0,60.0,0.0,7.0,0.0,0.030655,
audio,openai/gpt-audio,AA_b2abea24-c5e2-478,orf_eng,57.0,59.0,60.0,47.0,59.0,0.0,2.0,0.0,0.029575,
audio,openai/gpt-audio,AA_34eb5079-1c89-41d,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_34eb5079-1c89-41d,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_34eb5079-1c89-41d,orf_eng,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_44e68d46-79a6-402,orf_urd,48.0,60.0,60.0,42.0,60.0,0.0,12.0,0.0,0.030315,
audio,openai/gpt-audio,AA_44e68d46-79a6-402,orf_eng,48.0,59.0,52.0,38.0,57.0,1.0,10.0,4.0,0.029505,
audio,openai/gpt-audio,AA_b47c2091-d93e-49d,idwrd_urd,50.0,50.0,50.0,39.0,50.0,0.0,0.0,0.0,0.0287625,
audio,openai/gpt-audio,AA_b47c2091-d93e-49d,orf_urd,25.0,60.0,60.0,42.0,60.0,0.0,35.0,0.0,0.030345,
audio,openai/gpt-audio,AA_b47c2091-d93e-49d,orf_eng,54.0,59.0,54.0,44.0,59.0,1.0,4.0,5.0,0.029525,
audio,openai/gpt-audio,AA_b68b3349-98b4-4c6,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_b68b3349-98b4-4c6,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_b68b3349-98b4-4c6,orf_eng,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_05ebc0d7-bc26-4ab,idwrd_urd,15.0,19.0,14.0,5.0,16.0,2.0,1.0,0.0,0.0291425,
audio,openai/gpt-audio,AA_05ebc0d7-bc26-4ab,orf_urd,7.0,29.0,20.0,2.0,29.0,9.0,13.0,0.0,0.029395,
audio,openai/gpt-audio,AA_5f48be27-6ed5-42e,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_268319c5-6f94-4a8,orf_urd,11.0,35.0,30.0,16.0,33.0,2.0,20.0,1.0,0.030575,
audio,openai/gpt-audio,AA_268319c5-6f94-4a8,orf_eng,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_6d4a8671-522e-4cc,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,openai/gpt-audio,AA_6d4a8671-522e-4cc,orf_urd,59.0,60.0,31.0,3.0,33.0,0.0,1.0,2.0,0.029005,
audio,openai/gpt-audio,AA_6d4a8671-522e-4cc,orf_eng,33.0,54.0,52.0,27.0,54.0,2.0,19.0,4.0,0.028465,
audio,openai/gpt-audio,AA_5e864c07-25df-4cc,idwrd_urd,46.0,50.0,49.0,44.0,50.0,1.0,3.0,0.0,0.0335925,
audio,openai/gpt-audio,AA_5e864c07-25df-4cc,orf_urd,44.0,60.0,59.0,43.0,60.0,1.0,15.0,0.0,0.030295,
audio,openai/gpt-audio,AA_5e864c07-25df-4cc,orf_eng,50.0,59.0,50.0,48.0,59.0,2.0,7.0,7.0,0.029805,
audio,openai/gpt-audio,AA_1bb7fdea-6bc2-422,idwrd_urd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0300625,
audio,openai/gpt-audio,AA_788dfa6a-d7ba-413,idwrd_urd,46.0,50.0,48.0,44.0,50.0,1.0,3.0,1.0,0.0288925,
audio,openai/gpt-audio,AA_788dfa6a-d7ba-413,orf_urd,43.0,60.0,60.0,42.0,60.0,0.0,17.0,0.0,0.030305,
audio,openai/gpt-audio,AA_788dfa6a-d7ba-413,orf_eng,46.0,59.0,53.0,55.0,59.0,2.0,11.0,4.0,0.029485,
audio,openai/gpt-audio,AA_93ae4640-bf92-45b,idwrd_urd,48.0,50.0,50.0,43.0,50.0,0.0,2.0,0.0,0.0288025,
audio,openai/gpt-audio,AA_93ae4640-bf92-45b,orf_urd,44.0,53.0,60.0,28.0,53.0,0.0,9.0,0.0,0.030455,
audio,openai/gpt-audio,AA_93ae4640-bf92-45b,orf_eng,58.0,59.0,57.0,17.0,59.0,0.0,1.0,2.0,0.028235,
audio,openai/gpt-audio,AA_ceea038f-3411-4c4,idwrd_urd,44.0,50.0,48.0,41.0,50.0,1.0,5.0,1.0,0.0289525,
audio,openai/gpt-audio,AA_ceea038f-3411-4c4,orf_urd,50.0,60.0,60.0,43.0,60.0,0.0,10.0,0.0,0.030305,
audio,openai/gpt-audio,AA_ceea038f-3411-4c4,orf_eng,52.0,59.0,55.0,43.0,59.0,1.0,6.0,4.0,0.029715,
audio,openai/gpt-audio,AA_cc3e50b9-d8fd-494,idwrd_urd,47.0,50.0,27.0,14.0,32.0,0.0,3.0,5.0,0.0288625,
audio,openai/gpt-audio,AA_cc3e50b9-d8fd-494,orf_urd,32.0,44.0,31.0,10.0,35.0,4.0,7.0,1.0,0.030495,
audio,openai/gpt-audio,AA_29cbf33e-8ec1-4da,idwrd_urd,47.0,50.0,44.0,41.0,50.0,2.0,1.0,4.0,0.0290225,
audio,openai/gpt-audio,AA_29cbf33e-8ec1-4da,orf_urd,55.0,60.0,60.0,43.0,60.0,0.0,5.0,0.0,0.030315,
audio,openai/gpt-audio,AA_29cbf33e-8ec1-4da,orf_eng,51.0,59.0,59.0,48.0,59.0,0.0,8.0,1.0,0.029575,
audio,openai/gpt-audio,AA_05729872-0031-4b1,idwrd_urd,29.0,42.0,27.0,24.0,32.0,4.0,6.0,1.0,0.0285925,
audio,openai/gpt-audio,AA_05729872-0031-4b1,orf_urd,26.0,36.0,30.0,21.0,36.0,5.0,5.0,2.0,0.030555,
audio,openai/gpt-audio,AA_05729872-0031-4b1,orf_eng,1.0,7.0,1.0,2.0,7.0,6.0,0.0,0.0,0.028755,
